user,tweets
poocongs,"Jangan takut , takut adalah hal paling berbahaya di dunia #SaveGojek"
poocongs,"Dia yang mencapai sukses adalah yang hidup dengan baik , sering tertawa dan banyak mencinta .  #SaveGojek"
hahadyt,10 . Mendatar : Pelarangan Jasa Ojek dan Taksi Online Ditentang Keras Netizen #SaveGojek  lewat @boomeeco #KakiBOOM
Garda_Cakra,Saya suka video @YouTube  Untung Ada Gojek (Uptown Funk Parodi ) #SaveGojek #UntungAdaGojek
annisa_it,my article about #savegojek in @TOTHENEW blog ;)
RSushandayani,Driver gojek nya ternyata tetangga gue  #gojekinaja #savegojek [ <e2><80><94>
rtechnewsUK,CEO Go -Jek Nadiem Ucapkan Terima Kasih Atas Dukungan #saveGoJek  #simakberita
Oedin12_JKT,Percuma kemaren dibelain sama #SaveGojek kalo harga jarak jauh segede ini By Netizen
driverdongok,"Yang Kemarin #saveGojek mana suaranya , jangan pas naik tarif lu pada ngedokem ... LOL"
alif_iqbal64,"CEO Gojek Diam , Netizen Malah Ramai #SaveGojek  |"
LiaMayasariP,Gojek itu bener -bener penyelamat di kala ga ada tebengan  #SaveGojek
LariestaF,"@nuckyrozandy24 @netmediatama @OKJEK_NET 
kenapa ok jek ... ngga gojek aja ,,,
#saveGojek"
wdahlan188,"First time go -jek 
#gojekindonesia #gojeksemarang #gojek #myridehome #savegojek"
meneer_qpot,Dirjen 'itu ' mundur karena Program Mengatasi Kemacetan 'Berjalan Mundur ' #macet #SaveGojek
malesbanget,"Ojek Online Berhasil Diselamatkan Berkat Tweet Jokowi , #SaveGojek , dan Petisi Netizen"
fahmi_a10,Persis banget ama skenario #PapaMintaHelikopter  dan #savegojek yak ? Om @JenderalPetruk
Konco_WB,"@MuslemMdn #savegojek jg gtu ngoahaha
@Endita_Atmaja @saididu"
UQUky,GO -FOOD adalah penyelamat ketahanan bangsa !!!! #SaveGojek
KentSumarno,"#SaveGojek ya kl gojek dibubarin ,tambah lg dong pengangguran . Harus dilindungi dong go jek !!!"
Andreprtma006,Pe lama jo ini pagi #savetonight #SaveGojek #twitterland
RahmatiaReskia,"Gerakan #SaveGojek 
Hahahhaa @rharhabelle"
WahyuuGayung,"gw dkung lo jdi menhubbang ""@widiwdiw Kalo Sampe aturan ini blunder dan dicabut kembali , Jonan Udah seharusnya mundur dari Menhub . #SaveGojek"
PangkalanTB,Debat - JOKOWI Dukung GoJek #SaveGoJek
FRZZWRKHKM,"#SaveGojek @sodrun_Ai : Bukan itu sebuah keseriusan jika becanda dianggap sebuah hal yg salah """
juenthoe,Menurut gw gojek .. Sah2 aja .. Kan di jkt ada jutaan manusia transportation suck bgt di jkt .. Mrk teratur dan membantu bgt #SaveGojek
bewaraco,"Netizen Protes , #SaveGoJek Jadi Trending <c2><a0>Twitter"
adihrdd,"Transportasi murah gampang aman masih dipermasalahin , heran negeri ini , loker susah , yg gampang dihujat , kapan majunya ? #SaveGojek"
rizaldesign,"Bikin Logo / label di line :rizalme
#MissUniverse2015 #ANAKJALANANinLOVE #SaveGojek"
dytrgn,Krna kita berpikir dgn baik walau pun bkan doktor .#SaveGojek
Dyka_Piero,"Go -Ride Again

#SaveGoJek [ <e2><80><94>"
M3yN1h,"pagi2 rempong gk ada kendaraan , jauh dr angkot pula , untung ada gojek .. thanks gojek ..  #SaveGojek"
cakdan,Survei : 82 Persen Setuju dengan GoJek  #gojek #savegojek #jonan
syamsuali,kenapa #SaveMetromini metro mini ga seseru #SaveGojek ya .... pada sirik kali ye ....
imaaaaam,keamrin rame rame #savegojek hari ini ada yang buat #savemetromini ga yah ?
poocongs,"Jika anda menang , tak usah berkomentar . Jika anda kalah , tak usah beralasan #SaveGojek"
Ibrahim30434923,Pkokna gojek hrus ttp ada #SaveGojek
poocongs,Cinta adalah kondisi dimana kebahagiaan orang lain adalah hal penting untuk dirimu sendiri #SaveGojek
fira_sword21,"Alhamdulillah , Gojek sudah diperbolehkan lagi . Dunia tanpa Gojek ? What for ?
#SaveGojek"
ngelagdotcom,"Go -Jek Dilarang Beroperasi , Netizen Protes dengan #SaveGojek - Metro TV News  #Teknologi"
badriadi3,Kejar setoran #savegojek [ <e2><80><94>
Televomin,"itu gunanya medsos twitter menyuarakan hati rakyat RT @malesbanget : Ojek Online Berhasil Diselamatkan Berkat Tweet Jokowi , #SaveGojek"
Riska_faridan,"#SAVEGOJEK #SAVEADIT #COGAN2k15 -16  (with Syaphira , Ivan , and 4 others ) [ <e2><80><94>"
ketemulagidotco,Akhirnya Larangan Operasi Gojek dicabut #Gojek #SaveGojek @Jokowi
veyliande,"Metromini Rencanakan Mogok Massal , Ahok : Silakan Saja Daripada Bunuh Orang via @detikcom 
Hahahaha ... #saveGoJek"
medinasadinda,"Nikmat tuhan mana yg kau dustakan ,
Thx to gojek #SaveGojek  [ <e2><80><94>"
hompimpahtv,"Kisah Pilu Putri Pengendara Gojek #savegojek 
"
DianLutfi,#SaveGojek ...eh udah ya
poocongs,Hidup adalah kesempatan untuk menyumbangkan cinta dengan cara kita sendiri . #SaveGojek
poocongs,Kebahagiaan hanya bisa di raih dengan membuat orang bahagia #SaveGojek
kelvinyang43,Gojek was very vital of much human 's life and gojek was a solution for almost Indonesian people 's #SaveGojek
bejobedjan73,Kekuatan terbesar yang mampu mengalahkan stress adalah kemampua  #SaveGojek
toanto_07,"#SaveGojek Hanya orang takut yang bisa berani , karena keberanian adalah melakukan sesuatu yang ditakutinya . Maka ,  #TIADA2 <c2><b7>com #rust8534"
pangab15,#SaveGojek Kekuatan terbesar yang mengalahkan stres adalah kemampuan memilih pikiran yang tepat . Anda menjadi leb #NOMOR1 <c2><b7>com #cartpan71
om_jin,Dia yang menolak memperbarui cara -cara kerjanya   #SaveGojek
Shobry_id,"Orang berkualitas yang dibayar rendah , bagai emas yang  #SaveGojek"
jaja_ra39,Tugas kita bukanlah untuk berhasil . Tugas kita  #SaveGojek
ardhan_gunz,Seseorang yang menolak memperbarui cara -car  #SaveGojek
BJaktours,#SaveGojek Perjalanan seribu batu bermula dari satu langkah . -Lao Tze . #NOMOR1 <c2><b7>com #bictou755
ayahchaca,"Dalam hidup ,terkadang kita lebih banyak mendapatkan apa   #SaveGojek"
mrgue68,"#SaveGojek Jika kita hanya mengerjakan yang sudah kita ketahui , kapankah kita akan mendapat pengetahuan yang baru #NOMOR1 <c2><b7>com #indrap779"
bagongkusuma8,Kita lebih menghormati orang miskin yang berani daripad  #SaveGojek
davidbaun,Sungguh benar bahwa kita tidak tahu apa yang kita miliki sampai k  #SaveGojek
marzkurniawan,"Setiap pembelian kartu perdana GSM wajib membawa identitas diri KTP /SIM /PASPORT .
#SaveGojek"
sbyl00410,@gojekindonesia tolong bantu dicancel 70552331no aktif ditelfon tdk diangkat disms bisa dan dibuat main2 #SaveGojek
SuryaCar,"#SaveGojek Tugas kita bukanlah untuk berhasil . Tugas kita adalah untuk mencoba , karena didalam mencoba itulah kit #NOMOR1 <c2><b7>com #yayas2452"
master_boy88,#SaveGojek Kita harus pandai bersyukur dan ikhlas menerima pemberian dan tidak mengeluh setelah menerima . Tetapi  #NOMOR1 <c2><b7>com #edimul812
SNAIL_Helmet,Perjalanan seribu batu bermula dari satu langkah . -Lao Tz  #SaveGojek
poocongs,"Segala sesuatu yang negatif : tekanan , tantangan , semua adalah kesempatan bagi saya untuk bangkit #SaveGojek"
pyati59,"Misalnya sy mau pesen Gojek gomana caranya ..... 
Trimakasih #SaveGojek"
hasali158,Dia yang menolak memperbarui cara -cara kerjanya yang tidak lag  #SaveGojek
sevareichen5,"Selamat pagi wanita manis , tanpa jakun di leher #savejomblo #SaveGojek #savedewipersik"
solusi_jitu,Orang -orang yang berhenti belajar akan menjadi pemil  #SaveGojek
mutia_chimple,Jangan pernah merobohkan pagar tanpa mengetahui mengapa didirikan  #SaveGojek
MasHerman8,"Saya percaya , esok sudah tidak boleh mengubah apa yang berlaku hari   #SaveGojek"
Gusifulb,#SaveGojek Orang -orang yang berhenti belajar akan menjadi pemilik masa lalu . Orang -orang yang masih terus belajar #NOMOR1 <c2><b7>com #gusbdg763
razzibons,"Tidak ada harga atas waktu , tapi waktu sangat berha  #SaveGojek"
poocongs,"Semangat adalah aset terbesar di seluruh dunia . Ia mengalahkan uang , kekuasaan dan pengaruh #SaveGojek"
umarsandi,"Desain T Shirtmu sendiri sekeren mungkin dengan @Uteesme - 
#SaveGojek
#dahSyatBarengAnakJalanan
#JumatBerkah"
umarsandi,"Coba coba desain tShirt kamu sendiri tuk di @Uteesme - 
#SaveGojek
#dahSyatBarengAnakJalanan
#JumatBerkah"
indraamaulanaa,#SaveGojek Salah satu pengkerdilan terkejam dalam hidup adalah membiarkan pikiran yang cemerlang menjadi budak bag #TIADA2 <c2><b7>com #adim1076
poocongs,"Semua impian kita dapat menjadi nyata , jika kita memiliki keberanian untuk mengejarnya #SaveGojek"
daded_roch,Orang -orang yang berhenti belajar akan   #SaveGojek
4D71e,"#SaveGojek Semoga kamu mendapat cukup kebahagiaan untuk membuat kamu bahagia , cukup cubaan untuk membuat kamu kua #TIADA2 <c2><b7>com #mohamn478"
subam5758,Tinggalkanlah kesenangan yang menghalangi pencapaian ke  #SaveGojek
iyo_sadiyo,"#SaveGojek Ketepatan sikap adalah dasar semua ketepatan . Tidak ada penghalang keberhasilan bila sikap kita tepat , #TIADA2 <c2><b7>com #anantd468"
daconcupcup,"Dalam hidup ,terkadang kita lebih banyak mendapat  #SaveGojek"
denmas74,Anda bisa memberi tanpa mengasihi . Tetapi Anda ti  #SaveGojek
Ishq_Hakiki,#SaveGojek Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat . Anda akan #NOMOR1 <c2><b7>com #wawaz9563
zezenabdul,Tinggalkanlah kesenangan yang mengha  #SaveGojek
poocongs,Kekuatanmu adalah apa yang menetapkanmu . Gunakanlah kekuatanmu untuk membuat yang lain lebih kuat Dan kamu akan tumbuh . #SaveGojek
ECKO_SHOP_LTB,"Ketika satu pintu kebahagiaan tertutup , pin  #SaveGojek"
kristin_iryukha,Jangan menolak perubahan hanya karena kita takut kehi  #SaveGojek
bagongkusuma8,"Anda tidak harus ahli untuk mulai melakukan sesuatu , ka  #SaveGojek"
Dick_Dwinayanta,Seseorang yang menolak memperbarui cara -carakerjanya  #SaveGojek
forticosusu,Anda bisa memberi tanpa mengasihi . Tetapi Anda tidak mungkin mengasihi t  #SaveGojek
ayahchaca,"Yang memimpin wanita bukan akalnya , melainkan hatinya .  #SaveGojek"
sukronmakmun7,#SaveGojek Hidup memerlukan pengorbananan . Pengorbanan memerlukan perjuangan . Perjuangan memerlukan ketabahan . Ket #NOMOR1 <c2><b7>com #sukm1079
poocongs,"Jangan mencari pasangan yg SEMPURNA , melainkan carilah pasangan yg dapat MENERIMA mu secara sempurna #SaveGojek"
mimitzain,Tinggalkanlah kesenangan yang menghalangi pencapaian kecemerlang  #SaveGojek
SCTV_,"Jokowi Panggil Menteri Jonan Terkait Larangan Ojek Online .
Klik  @liputan6dotcom
#SaveGojek"
MaxiisPutra,Dia yang menolak memperbarui cara -cara kerjanya yang tida  #SaveGojek
nobon3,Jangan pernah merobohkan pagar tanpa mengetahui mengapa didirikan .  #SaveGojek
Mastoto_Online,#SaveGojek Sampan tidak akan dapat belayar di padang pasir betapa pun jua empuknya pasir itu . -Pepatah Arab . #NOMOR1 <c2><b7>com #mast6292
hasankaloko31,Kekuatan terbesar yang mengalahkan stres adalah  #SaveGojek
JuhasriHasan,#SaveGojek Hidup memerlukan pengorbananan . Pengorbanan memerlukan perjuangan . Perjuangan memerlukan ketabahan . Ket #NOMOR1 <c2><b7>com #juhh2289
hidink,"#SaveGojek Jika Anda sedang benar , dan bila Anda sedang salah , jangan terlalu takut . Keseimbangan sikap adalah pe #TIADA2 <c2><b7>com #agusra467"
aripinmaftuh,#SaveGojek Masa depan yang cerah selalu tergantung pada masa lalu yang dilupakan . Kita tidak dapat meneruskan hi #NOMOR1 <c2><b7>com #maftari976
harisws18,Orang lanjut usia yang berorientasi pada kesempatan   #SaveGojek
Supriatin_ksy,Gantungkan azam dan semangatmu setinggi bintang di langit d  #SaveGojek
poocongs,"Ketika hatimu terluka sangat dalam , maka saat itu kamu sedang belajar tentang memaafkan . #SaveGojek"
poocongs,Kebahagiaan adalah pengalaman spiritual dimana setiap menit hidup dilalui dengan cinta dan rasa syukur #SaveGojek
fikri_teknik,Inovasi anak bangsa harus dibantu bukan dicabut dg kepmen #SaveGojek
dhiyaaafw,"#SaveGojek ""@detikcom : Go -Jek , Grab Taxi dkk Resmi Dilarang !"
poocongs,"Tak ada gunanya berkata , <e2><80><9c>Kita melakukan yang terbaik .<e2><80><9d> Kamu harus mencapai kesuksesan dengan melakukan hal yang perlu . #SaveGojek"
Dheny62,Tukang Ojek gak dilarang tukang Gojek dilarang Beda letak spasi beda aturan Selamat datang di negeri penuh larangan #SaveGojek
ageai,"Yelah ""@detikcom : Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M"
malesbanget,"Ojek Online Berhasil Diselamatkan Berkat Tweet Jokowi , #SaveGojek , dan Petisi Netizen"
irfan1924,#SaveGojek udah nggak trending lagi yah ? telat sayah
SewaRumahBTG,"#SaveGojek Puncaki Twitter , Presiden Ikut Protes -"
YAlrzk,"Kerjakan apa yg kamu cintai atau cintai apa yang kamu kerjakan .
5739E370
 #malming # weekend #katabijak #jakarta #GGSISBACK #SaveGojek"
BukanOtaku,@achmadsyahrul_ Gak salah itu #SaveGojek ? bukanya #SaveVanGaal ? :v
aRiezawikiw,Mengatasi pengganguran kok malah di larang beroperasi #SaveGojek
poocongs,Gadis yang benar -benar mencintai Anda adalah seorang gadis yang mudah memaafkan Anda . Dia tak bisa tahan melihat Anda sedih #SaveGojek
poocongs,"Jika kamu ingin selamat dalam pertarungan zaman sekarang , Kamu harus yakin pada dirimu sendiri . #SaveGojek"
Auliiiyul,Eh Gojek sekarang udah dilarang sama Menteri Perhubungan ya ? #pengalihanisu #biarlupakaloinimalemminggu #savegojek #savejomblo
daniel_yulianto,"Urusin tuh maskapai yg doyan delay dan pastikan maskapai2 lokal aman , supaya kita gak was2 pak low cost carrier ..#savegojek"
pustakaTN,Biografi Van Persie - 75K | SMS /WA : 085220220906 | #SukaBaca #BeliBuku #SaveGojek @manutd
ALiimron972,Cuma becanda .... wkwkwkwkwk ... kali aja lucu ... #SaveGojek
work_in_silence,"Mari berpihak #SaveMetromini , bukannya #SaveGojek untuk selamatkan transportasi murah bagi rakyat"
poocongs,"Kalau kamu mengasihi seseorang , janganlah menjelekkan dia didepan /dibelakang orang tsb sebab kasih menutupi banyak sekali dosa #SaveGojek"
TetehYaomi,Prok prok ..jadi apa ..#SaveGojek
wa_ahyu,Malam minggu ujan ! #red #desktop #massala -icons #windos -10 -themes #whisker #figlet #linuxmint #satnigh #SaveGojek
micellz,"Yes to #SaveGojek , BIG NO to #savemetromini"
kang_amans,"gema sholawat seantero jagat , memuji atas keagungan setiap penciptaan . #bulan sholawat #maulidnabi #ayoberubah #savegojek"
maslikan,indonesia Butuh ojek #SaveGojek
cewekbangetid,"Setelah trending #SaveGojek bikin heboh , akhirnya ojek online boleh beroperasi lagi . Gimana menurut kamu ?

 :D"
AdelaideSeoSA,RT _Unique_Article Create UNIQUE articles in ANY to for your #blog #seo  #adsense #blogger #SaveGojek DHS to Exp <e2><80><a6>
yuneeazarrah,@detikcom #Savegojek #SaveMetromini metrominitua dan polusi
bellazoditama,"Network dan Sentimen #SaveGojek  

Analisisnya menarik Pak @andrybrew ."
NusantaraEcon,Apakah netizen Jakarta siap bikin sensasi seperti #SaveGojek untuk #SaveRakyatBantaran ? @gojekindonesia
BudiSulistiyon4,"@detikcom #Savegojek #SaveMetromini maksudnya ""save "" MASUK BENGKEL ???!!!"
guna_adiluhur,MENGAPA SAYA IDAK SETUJU #gojek Dan saya tidak setuju #SaveGojek karena mereka juga banyak melanggar lalulintas
poocongs,"Halangan hanyalah peluang untuk sukses atau gagal , bagaimana kita mengatasi halangan , menentukan apa yang akan terjadi .  #SaveGojek"
nasrudin_nur,Tuh buktinya langsung #SaveGojek
poocongs,Mudah untuk memaafkan seseorang yg menghianati kita namun lebih sulit untuk mempercayainya lagi #SaveGojek
krismarts,Bahagia itu ketika jarak rumah ke kantor 21 .29 km . Haha #SaveGojek
ZuppReyes,"@detikcom #Savegojek #HabisiMetromini udah maksain yg lain mogok , minta "" sumbangan lg bukannya benerin bisnya !"
Bowo_Wo,Dilarang Menteri > #savegojek > Presiden mengijinkan | Yg dibekukan Menteri akankah dicairkan Presiden ?
sbye0448,@gojekindonesia tolong bantu amati wilayah dukuh kupang surabaya . orfik atau pengalihan order bertebaran .. sering sekali . demi #savegojek
r_wicaksono,"Sehubungan dengan rencana mogok MreotMini Senin , dihimbau armada nGojek bisa ditambah & disiagakan :D

#SaveGojek"
its_nhr,Setiap pergi2 naik @gojekindonesia & @GrabTaxiID klo dhpus gk stuju soalnya lebih efisien nyaman naik ojek online #SaveGojek #SaveGrabbike
detikcom,"Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M"
LeeMinHoBadGood,"yang on retweet Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini <e2><80><a6>  #openfollow"
andrybrew,Network dan Sentimen <c2><a0>#SaveGojek
Egiexx,"Tipnya lebih dikit ya , #savegojek :D"
RaFa_service,"Ketika satu pintu kebahagiaan tertutup , pintu yang lain dibukaka  #SaveGojek"
tweetastri,"Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M : SaveMetroMini , begitu yang coba disu ..."
RidhoHnf,"#TeamFollowBack #TeamFollowBack Mungkin Ikuti #Savegojek , Sopir Metromini Gelar <e2><80><a6>  #AutoFollowback #AutoFollowback"
sanjayator,"Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M : SaveMetroMini , begitu yang coba disu ..."
MAdamrah,"Pede banget bakal dpt dukungan kayak #SaveGojek smp ada #SaveMetroMini . Nyetir ugal2an ,langgar aturan ,ngetem lama ,byk asap rokok dn copet ."
PriaMars,"Detik :  Mungkin Ikuti #Savegojek , Sopir Metromini <e2><80><a6>  #NewsToday #DKK"
alisyah88,"#SaveGojek Anda tidak akan bisa menghindari keharusan untuk meniru . Maka menirulah , tetapi pastikan bahwa Anda s #TIADA2 <c2><b7>com #alisban286"
bt23x,"Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M : SaveMetroMini , begitu yang coba disu ..."
Zoelharyadi,"Orang berkualitas yang dibayar rendah , bagai emas yang di  #SaveGojek"
infotech25,"#SaveGojek Seseorang yang menolak memperbarui cara -cara kerjanya yang tidak lagi menghasilkan , berlaku seperti or #NOMOR1 <c2><b7>com #ruminf517"
ameliamia_f,"Mungkin Ikuti #Savegojek , Sopir Metromini Gelar #SaveMetromini di Blok M"
Insitemyhead,Solusi transaksi online terintegrasi dan aman .   #SaveGojek #bisnisonline #rekber #jual #toko #StarWars #ukm
tiaabdu,"meski gw bukan pengguna Gojek , gw cukup prihatin #SaveGojek"
tiaabdu,"Trkait dgn aspek kselamtan di jln raya yg mnjadi perhatian utama pemerintah , dianjurkan utk berkonsultasi dengan Korlantas Polri #SaveGojek"
winugie,Dukung Gojek ttp jd alternatif transportasi . Gunakan sticker O Jack utk mendukung para driver Gojek #savegojek
tiaabdu,"ats dsr itu , ojek & trnsprtsi umum brbasis apliksi dipersilkn ttap broperasi sbg solusi smpai trnsprtsi pblik dat trpnuhi dng lyk #SaveGojek"
liunmas,#SaveGojek  dari pada naik transjkt yg tidak save juga
GojekOnDriver,Feedback Gojek Cust . #SaveGojek #GoRakyat
Mencekammm,"Kedua belah pihak perlu berkaca dan memperbaiki kekurangan diri sendiri , pro kontra tidak berujung #SaveGojek"
Mencekammm,"Kalo hanya untuk pengalihan isu masalah MKD , lebih baik perbaiki masalah yg lebih butuh perhatian #SaveGojek"
Mencekammm,Jangan hanya melarang tanpa memberikan solusi #SaveGojek
Arenanews1,"Go -Jek Dilarang Beroperasi , Netizen Protes dengan #SaveGojek ~ Berbagi Informasi"
mutiaradelima1,Hai bantu like yah  #Kam18angga #SaveGojek #AlasanRaportJelek #2015In5Words
TulusIkhlasSoit,Butuh Revitalisasi untuk menjadi Angkutan nyaman dan bersahabat dan berbadan hukum . #SaveGojek Kurang belajar #AlasanRaportJelek
bandshire,Dukung inovasi anak negeri #SaveGojek
